dataset,unit,option
git,verify-pack,--
git,verify-pack,--no-object-format
git,verify-pack,--no-stat-only
git,verify-pack,--no-verbose
git,verify-pack,--object-format
git,verify-pack,-s
git,verify-pack,--stat-only
git,verify-pack,-v
git,verify-pack,--verbose
git,verify-tag,--
git,verify-tag,--format
git,verify-tag,--no-format
git,verify-tag,--no-raw
git,verify-tag,--no-verbose
git,verify-tag,--raw
git,verify-tag,-v
git,verify-tag,--verbose
git,version,--build-options
git,version,--no-build-options
git,web--browse,-b
git,web--browse,--browse
git,web--browse,--browser
git,web--browse,-c
git,web--browse,--config
git,web--browse,-t
git,web--browse,--tool
git,whatchanged,--
git,whatchanged,--clear-decorations
git,whatchanged,--decorate
git,whatchanged,--decorate-refs
git,whatchanged,--decorate-refs-exclude
git,whatchanged,--i-still-use-this
git,whatchanged,-L
git,whatchanged,--mailmap
git,whatchanged,--no-decorate
git,whatchanged,--no-decorate-refs
git,whatchanged,--no-decorate-refs-exclude
git,whatchanged,--no-i-still-use-this
git,whatchanged,--no-mailmap
git,whatchanged,--no-quiet
git,whatchanged,--no-source
git,whatchanged,--no-use-mailmap
git,whatchanged,-q
git,whatchanged,--quiet
git,whatchanged,--source
git,whatchanged,--use-mailmap
git,worktree,-b
git,worktree,-B
git,worktree,--checkout
git,worktree,-d
git,worktree,--detach
git,worktree,--dry-run
git,worktree,--expire
git,worktree,-f
git,worktree,--force
git,worktree,--guess-remote
git,worktree,--lock
git,worktree,-n
git,worktree,--no-checkout
git,worktree,--no-guess-remote
git,worktree,--no-relative-paths
git,worktree,--no-track
git,worktree,--orphan
git,worktree,--porcelain
git,worktree,-q
git,worktree,--quiet
git,worktree,--reason
git,worktree,--relative-paths
git,worktree,--track
git,worktree,-v
git,worktree,--verbose
git,worktree,--worktree
git,worktree,-z
git,write-tree,--
git,write-tree,--ignore-cache-tree
git,write-tree,--missing-ok
git,write-tree,--no-ignore-cache-tree
git,write-tree,--no-missing-ok
git,write-tree,--no-prefix
git,write-tree,--prefix
ci,docker_attach,--detach-keys
ci,docker_attach,--no-stdin
ci,docker_attach,--sig-proxy
ci,docker_build,--add-host
ci,docker_build,--allow
ci,docker_build,--annotation
ci,docker_build,--attest
ci,docker_build,--build-arg
ci,docker_build,--build-context
ci,docker_build,--builder
ci,docker_build,--cache-from
ci,docker_build,--cache-to
ci,docker_build,--call
ci,docker_build,--cgroup-parent
ci,docker_build,--check
ci,docker_build,-D
ci,docker_build,--debug
ci,docker_build,-f
ci,docker_build,--file
ci,docker_build,--iidfile
ci,docker_build,--label
ci,docker_build,--load
ci,docker_build,--metadata-file
ci,docker_build,--network
ci,docker_build,--no-cache
ci,docker_build,--no-cache-filter
ci,docker_build,-o
ci,docker_build,--output
ci,docker_build,--platform
ci,docker_build,--policy
ci,docker_build,--progress
ci,docker_build,--provenance
ci,docker_build,--pull
ci,docker_build,--push
ci,docker_build,-q
ci,docker_build,--quiet
ci,docker_build,--sbom
ci,docker_build,--secret
ci,docker_build,--shm-size
ci,docker_build,--ssh
ci,docker_build,-t
ci,docker_build,--tag
ci,docker_build,--target
ci,docker_build,--ulimit
ci,docker_commit,-a
ci,docker_commit,--author
ci,docker_commit,-c
ci,docker_commit,--change
ci,docker_commit,-m
ci,docker_commit,--message
ci,docker_commit,--no-pause
ci,docker-compose_build,--build-arg
ci,docker-compose_build,--builder
ci,docker-compose_build,--check
ci,docker-compose_build,--dry-run
ci,docker-compose_build,-m
ci,docker-compose_build,--memory
ci,docker-compose_build,--no-cache
ci,docker-compose_build,--print
ci,docker-compose_build,--provenance
ci,docker-compose_build,--pull
ci,docker-compose_build,--push
ci,docker-compose_build,-q
ci,docker-compose_build,--quiet
ci,docker-compose_build,--sbom
ci,docker-compose_build,--ssh
ci,docker-compose_build,--with-dependencies
ci,docker-compose_config,--dry-run
ci,docker-compose_config,--environment
ci,docker-compose_config,--format
ci,docker-compose_config,--hash
ci,docker-compose_config,--images
ci,docker-compose_config,--lock-image-digests
ci,docker-compose_config,--models
ci,docker-compose_config,--networks
ci,docker-compose_config,--no-consistency
ci,docker-compose_config,--no-env-resolution
ci,docker-compose_config,--no-interpolate
ci,docker-compose_config,--no-normalize
ci,docker-compose_config,--no-path-resolution
ci,docker-compose_config,-o
ci,docker-compose_config,--output
ci,docker-compose_config,--profiles
ci,docker-compose_config,-q
ci,docker-compose_config,--quiet
ci,docker-compose_config,--resolve-image-digests
ci,docker-compose_config,--services
ci,docker-compose_config,--variables
ci,docker-compose_config,--volumes
ci,docker-compose_cp,-a
ci,docker-compose_cp,--all
ci,docker-compose_cp,--archive
ci,docker-compose_cp,--dry-run
ci,docker-compose_cp,--follow-link
ci,docker-compose_cp,--index
ci,docker-compose_cp,-L
ci,docker-compose_create,--build
ci,docker-compose_create,--dry-run
ci,docker-compose_create,--force-recreate
ci,docker-compose_create,--no-build
ci,docker-compose_create,--no-recreate
ci,docker-compose_create,--pull
ci,docker-compose_create,--quiet-pull
ci,docker-compose_create,--remove-orphans
ci,docker-compose_create,--scale
ci,docker-compose_create,-y
ci,docker-compose_create,--yes
ci,docker-compose_down,--dry-run
ci,docker-compose_down,--remove-orphans
ci,docker-compose_down,--rmi
ci,docker-compose_down,-t
ci,docker-compose_down,--timeout
ci,docker-compose_down,-v
ci,docker-compose_down,--volumes
ci,docker-compose_events,--dry-run
ci,docker-compose_events,--json
ci,docker-compose_events,--since
ci,docker-compose_events,--until
ci,docker-compose_exec,-d
ci,docker-compose_exec,--detach
ci,docker-compose_exec,--dry-run
ci,docker-compose_exec,-e
ci,docker-compose_exec,--env
ci,docker-compose_exec,--index
ci,docker-compose_exec,--no-tty
ci,docker-compose_exec,--privileged
ci,docker-compose_exec,-T
ci,docker-compose_exec,-u
ci,docker-compose_exec,--user
ci,docker-compose_exec,-w
ci,docker-compose_exec,--workdir
ci,docker-compose_images,--dry-run
ci,docker-compose_images,--format
ci,docker-compose_images,-q
ci,docker-compose_images,--quiet
ci,docker-compose_kill,--dry-run
ci,docker-compose_kill,--remove-orphans
ci,docker-compose_kill,-s
ci,docker-compose_kill,--signal
ci,docker-compose_logs,--dry-run
ci,docker-compose_logs,-f
ci,docker-compose_logs,--follow
ci,docker-compose_logs,--index
ci,docker-compose_logs,-n
ci,docker-compose_logs,--no-color
ci,docker-compose_logs,--no-log-prefix
ci,docker-compose_logs,--since
ci,docker-compose_logs,-t
ci,docker-compose_logs,--tail
ci,docker-compose_logs,--timestamps
ci,docker-compose_logs,--until
ci,docker-compose_ls,-a
ci,docker-compose_ls,--all
ci,docker-compose_ls,--dry-run
ci,docker-compose_ls,--filter
ci,docker-compose_ls,--format
ci,docker-compose_ls,-q
ci,docker-compose_ls,--quiet
ci,docker-compose_pause,--dry-run
ci,docker-compose_port,--dry-run
ci,docker-compose_port,--index
ci,docker-compose_port,--protocol
ci,docker-compose_ps,-a
ci,docker-compose_ps,--all
ci,docker-compose_ps,--dry-run
ci,docker-compose_ps,--filter
ci,docker-compose_ps,--format
ci,docker-compose_ps,--no-trunc
ci,docker-compose_ps,--orphans
ci,docker-compose_ps,-q
ci,docker-compose_ps,--quiet
ci,docker-compose_ps,--services
ci,docker-compose_ps,--status
ci,docker-compose_pull,--dry-run
ci,docker-compose_pull,--ignore-buildable
ci,docker-compose_pull,--ignore-pull-failures
ci,docker-compose_pull,--include-deps
ci,docker-compose_pull,--policy
ci,docker-compose_pull,-q
ci,docker-compose_pull,--quiet
ci,docker-compose_push,--dry-run
ci,docker-compose_push,--ignore-push-failures
ci,docker-compose_push,--include-deps
ci,docker-compose_push,-q
ci,docker-compose_push,--quiet
ci,docker-compose_restart,--dry-run
ci,docker-compose_restart,--no-deps
ci,docker-compose_restart,-t
ci,docker-compose_restart,--timeout
ci,docker-compose_rm,--dry-run
ci,docker-compose_rm,-f
ci,docker-compose_rm,--force
ci,docker-compose_rm,-s
ci,docker-compose_rm,--stop
ci,docker-compose_rm,-v
ci,docker-compose_rm,--volumes
ci,docker-compose_run,--build
ci,docker-compose_run,--cap-add
ci,docker-compose_run,--cap-drop
ci,docker-compose_run,-d
ci,docker-compose_run,--detach
ci,docker-compose_run,--dry-run
ci,docker-compose_run,-e
ci,docker-compose_run,--entrypoint
ci,docker-compose_run,--env
ci,docker-compose_run,--env-from-file
ci,docker-compose_run,-i
ci,docker-compose_run,--interactive
ci,docker-compose_run,-l
ci,docker-compose_run,--label
ci,docker-compose_run,--name
ci,docker-compose_run,--no-
ci,docker-compose_run,--no-deps
ci,docker-compose_run,-p
ci,docker-compose_run,-P
ci,docker-compose_run,--publish
ci,docker-compose_run,--pull
ci,docker-compose_run,-q
ci,docker-compose_run,--quiet
ci,docker-compose_run,--quiet-build
ci,docker-compose_run,--quiet-pull
ci,docker-compose_run,--remove-orphans
ci,docker-compose_run,--rm
ci,docker-compose_run,--service-ports
ci,docker-compose_run,-T
ci,docker-compose_run,-u
ci,docker-compose_run,--use-aliases
ci,docker-compose_run,--user
ci,docker-compose_run,-v
ci,docker-compose_run,--volume
ci,docker-compose_run,-w
ci,docker-compose_run,--workdir
ci,docker-compose_start,--dry-run
ci,docker-compose_start,--wait
ci,docker-compose_start,--wait-timeout
ci,docker-compose_stop,--dry-run
ci,docker-compose_stop,-t
ci,docker-compose_stop,--timeout
ci,docker-compose_top,--dry-run
ci,docker-compose_unpause,--dry-run
ci,docker-compose_up,--abort-on-container-exit
ci,docker-compose_up,--abort-on-container-failure
ci,docker-compose_up,--always-recreate-deps
ci,docker-compose_up,--attach
ci,docker-compose_up,--attach-dependencies
ci,docker-compose_up,--build
ci,docker-compose_up,-d
ci,docker-compose_up,--detach
ci,docker-compose_up,--dry-run
ci,docker-compose_up,--exit-code-from
ci,docker-compose_up,--force-recreate
ci,docker-compose_up,--menu
ci,docker-compose_up,--no-attach
ci,docker-compose_up,--no-build
ci,docker-compose_up,--no-color
ci,docker-compose_up,--no-deps
ci,docker-compose_up,--no-log-prefix
ci,docker-compose_up,--no-recreate
ci,docker-compose_up,--no-start
ci,docker-compose_up,--pull
ci,docker-compose_up,--quiet-build
ci,docker-compose_up,--quiet-pull
ci,docker-compose_up,--remove-orphans
ci,docker-compose_up,--renew-anon-volumes
ci,docker-compose_up,--scale
ci,docker-compose_up,-t
ci,docker-compose_up,--timeout
ci,docker-compose_up,--timestamps
ci,docker-compose_up,-V
ci,docker-compose_up,-w
ci,docker-compose_up,--wait
ci,docker-compose_up,--wait-timeout
ci,docker-compose_up,--watch
ci,docker-compose_up,-y
ci,docker-compose_up,--yes
ci,docker-compose_version,--dry-run
ci,docker-compose_version,-f
ci,docker-compose_version,--format
ci,docker-compose_version,--short
ci,docker-compose_wait,--down-project
ci,docker-compose_wait,--dry-run
ci,docker-compose_watch,--dry-run
ci,docker-compose_watch,--no-up
ci,docker-compose_watch,--prune
ci,docker-compose_watch,--quiet
ci,docker_cp,-a
ci,docker_cp,--archive
ci,docker_cp,--follow-link
ci,docker_cp,-L
ci,docker_cp,-q
ci,docker_cp,--quiet
ci,docker_create,-1
ci,docker_create,-a
ci,docker_create,--add-host
ci,docker_create,--annotation
ci,docker_create,--attach
ci,docker_create,--blkio-weight
ci,docker_create,--blkio-weight-device
ci,docker_create,-c
ci,docker_create,--cap-add
ci,docker_create,--cap-drop
ci,docker_create,--cgroupns
ci,docker_create,--cgroup-parent
ci,docker_create,--cidfile
ci,docker_create,--cpu-period
ci,docker_create,--cpu-quota
ci,docker_create,--cpu-rt-period
ci,docker_create,--cpu-rt-runtime
ci,docker_create,--cpus
ci,docker_create,--cpuset-cpus
ci,docker_create,--cpuset-mems
ci,docker_create,--cpu-shares
ci,docker_create,--device
ci,docker_create,--device-cgroup-rule
ci,docker_create,--device-read-bps
ci,docker_create,--device-read-iops
ci,docker_create,--device-write-bps
ci,docker_create,--device-write-iops
ci,docker_create,--dns
ci,docker_create,--dns-option
ci,docker_create,--dns-search
ci,docker_create,--domainname
ci,docker_create,-e
ci,docker_create,--entrypoint
ci,docker_create,--env
ci,docker_create,--env-file
ci,docker_create,--expose
ci,docker_create,--gpus
ci,docker_create,--group-add
ci,docker_create,-h
ci,docker_create,--health-cmd
ci,docker_create,--health-interval
ci,docker_create,--health-retries
ci,docker_create,--health-start-interval
ci,docker_create,--health-start-period
ci,docker_create,--health-timeout
ci,docker_create,--help
ci,docker_create,--hostname
ci,docker_create,-i
ci,docker_create,--init
ci,docker_create,--interactive
ci,docker_create,--ip
ci,docker_create,--ip6
ci,docker_create,--ipc
ci,docker_create,--isolation
ci,docker_create,-l
ci,docker_create,--label
ci,docker_create,--label-file
ci,docker_create,--link
ci,docker_create,--link-local-ip
ci,docker_create,--log-driver
ci,docker_create,--log-opt
ci,docker_create,-m
ci,docker_create,--mac-address
ci,docker_create,--memory
ci,docker_create,--memory-reservation
ci,docker_create,--memory-swap
ci,docker_create,--memory-swappiness
ci,docker_create,--mount
ci,docker_create,--name
ci,docker_create,--network
ci,docker_create,--network-alias
ci,docker_create,--no-healthcheck
ci,docker_create,--oom-kill-disable
ci,docker_create,--oom-score-adj
ci,docker_create,-p
ci,docker_create,-P
ci,docker_create,--pid
ci,docker_create,--pids-limit
ci,docker_create,--platform
ci,docker_create,--privileged
ci,docker_create,--publish
ci,docker_create,--publish-all
ci,docker_create,--pull
ci,docker_create,-q
ci,docker_create,--quiet
ci,docker_create,--read-only
ci,docker_create,--restart
ci,docker_create,--rm
ci,docker_create,--runtime
ci,docker_create,--security-opt
ci,docker_create,--shm-size
ci,docker_create,--stop-signal
ci,docker_create,--stop-timeout
ci,docker_create,--storage-opt
ci,docker_create,--sysctl
ci,docker_create,-t
ci,docker_create,--tmpfs
ci,docker_create,--tty
ci,docker_create,-u
ci,docker_create,--ulimit
ci,docker_create,--use-api-socket
ci,docker_create,--user
ci,docker_create,--userns
ci,docker_create,--uts
ci,docker_create,-v
ci,docker_create,--volume
ci,docker_create,--volume-driver
ci,docker_create,--volumes-from
ci,docker_create,-w
ci,docker_create,--workdir
ci,docker_events,-f
ci,docker_events,--filter
ci,docker_events,--format
ci,docker_events,--since
ci,docker_events,--until
ci,docker_exec,-d
ci,docker_exec,--detach
ci,docker_exec,--detach-keys
ci,docker_exec,-e
ci,docker_exec,--env
ci,docker_exec,--env-file
ci,docker_exec,-i
ci,docker_exec,--interactive
ci,docker_exec,--privileged
ci,docker_exec,-t
ci,docker_exec,--tty
ci,docker_exec,-u
ci,docker_exec,--user
ci,docker_exec,-w
ci,docker_exec,--workdir
ci,docker_export,-o
ci,docker_export,--output
ci,docker_history,--format
ci,docker_history,-H
ci,docker_history,--human
ci,docker_history,--no-trunc
ci,docker_history,--platform
ci,docker_history,-q
ci,docker_history,--quiet
ci,docker_images,-a
ci,docker_images,--all
ci,docker_images,--digests
ci,docker_images,-f
ci,docker_images,--filter
ci,docker_images,--format
ci,docker_images,--no-trunc
ci,docker_images,-q
ci,docker_images,--quiet
ci,docker_images,--tree
ci,docker_import,-c
ci,docker_import,--change
ci,docker_import,-m
ci,docker_import,--message
ci,docker_import,--platform
ci,docker_info,-f
ci,docker_info,--format
ci,docker_inspect,-f
ci,docker_inspect,--format
ci,docker_inspect,-s
ci,docker_inspect,--size
ci,docker_inspect,--type
ci,docker_kill,-s
ci,docker_kill,--signal
ci,docker_load,-i
ci,docker_load,--input
ci,docker_load,--platform
ci,docker_load,-q
ci,docker_load,--quiet
ci,docker_login,-p
ci,docker_login,--password
ci,docker_login,--password-stdin
ci,docker_login,-u
ci,docker_login,--username
ci,docker_logs,--details
ci,docker_logs,-f
ci,docker_logs,--follow
ci,docker_logs,-n
ci,docker_logs,--since
ci,docker_logs,-t
ci,docker_logs,--tail
ci,docker_logs,--timestamps
ci,docker_logs,--until
ci,docker_ps,-1
ci,docker_ps,-a
ci,docker_ps,--all
ci,docker_ps,-f
ci,docker_ps,--filter
ci,docker_ps,--format
ci,docker_ps,-l
ci,docker_ps,--last
ci,docker_ps,--latest
ci,docker_ps,-n
ci,docker_ps,--no-trunc
ci,docker_ps,-q
ci,docker_ps,--quiet
ci,docker_ps,-s
ci,docker_ps,--size
ci,docker_pull,-a
ci,docker_pull,--all-tags
ci,docker_pull,--platform
ci,docker_pull,-q
ci,docker_pull,--quiet
ci,docker_push,-a
ci,docker_push,--all-tags
ci,docker_push,--platform
ci,docker_push,-q
ci,docker_push,--quiet
ci,docker_restart,-s
ci,docker_restart,--signal
ci,docker_restart,-t
ci,docker_restart,--timeout
ci,docker_rmi,-f
ci,docker_rmi,--force
ci,docker_rmi,--no-prune
ci,docker_rmi,--platform
ci,docker_rm,-f
ci,docker_rm,--force
ci,docker_rm,-l
ci,docker_rm,--link
ci,docker_rm,-v
ci,docker_rm,--volumes
ci,docker_run,-1
ci,docker_run,-a
ci,docker_run,--add-host
ci,docker_run,--annotation
ci,docker_run,--attach
ci,docker_run,--blkio-weight
ci,docker_run,--blkio-weight-device
ci,docker_run,-c
ci,docker_run,--cap-add
ci,docker_run,--cap-drop
ci,docker_run,--cgroupns
ci,docker_run,--cgroup-parent
ci,docker_run,--cidfile
ci,docker_run,--cpu-period
ci,docker_run,--cpu-quota
ci,docker_run,--cpu-rt-period
ci,docker_run,--cpu-rt-runtime
ci,docker_run,--cpus
ci,docker_run,--cpuset-cpus
ci,docker_run,--cpuset-mems
ci,docker_run,--cpu-shares
ci,docker_run,-d
ci,docker_run,--detach
ci,docker_run,--detach-keys
ci,docker_run,--device
ci,docker_run,--device-cgroup-rule
ci,docker_run,--device-read-bps
ci,docker_run,--device-read-iops
ci,docker_run,--device-write-bps
ci,docker_run,--device-write-iops
ci,docker_run,--dns
ci,docker_run,--dns-option
ci,docker_run,--dns-search
ci,docker_run,--domainname
ci,docker_run,-e
ci,docker_run,--entrypoint
ci,docker_run,--env
ci,docker_run,--env-file
ci,docker_run,--expose
ci,docker_run,--gpus
ci,docker_run,--group-add
ci,docker_run,-h
ci,docker_run,--health-cmd
ci,docker_run,--health-interval
ci,docker_run,--health-retries
ci,docker_run,--health-start-interval
ci,docker_run,--health-start-period
ci,docker_run,--health-timeout
ci,docker_run,--help
ci,docker_run,--hostname
ci,docker_run,-i
ci,docker_run,--init
ci,docker_run,--interactive
ci,docker_run,--ip
ci,docker_run,--ip6
ci,docker_run,--ipc
ci,docker_run,--isolation
ci,docker_run,-l
ci,docker_run,--label
ci,docker_run,--label-file
ci,docker_run,--link
ci,docker_run,--link-local-ip
ci,docker_run,--log-driver
ci,docker_run,--log-opt
ci,docker_run,-m
ci,docker_run,--mac-address
ci,docker_run,--memory
ci,docker_run,--memory-reservation
ci,docker_run,--memory-swap
ci,docker_run,--memory-swappiness
ci,docker_run,--mount
ci,docker_run,--name
ci,docker_run,--network
ci,docker_run,--network-alias
ci,docker_run,--no-healthcheck
ci,docker_run,--oom-kill-disable
ci,docker_run,--oom-score-adj
ci,docker_run,-p
ci,docker_run,-P
ci,docker_run,--pid
ci,docker_run,--pids-limit
ci,docker_run,--platform
ci,docker_run,--privileged
ci,docker_run,--publish
ci,docker_run,--publish-all
ci,docker_run,--pull
ci,docker_run,-q
ci,docker_run,--quiet
ci,docker_run,--read-only
ci,docker_run,--restart
ci,docker_run,--rm
ci,docker_run,--runtime
ci,docker_run,--security-opt
ci,docker_run,--shm-size
ci,docker_run,--sig-proxy
ci,docker_run,--stop-signal
ci,docker_run,--stop-timeout
ci,docker_run,--storage-opt
ci,docker_run,--sysctl
ci,docker_run,-t
ci,docker_run,--tmpfs
ci,docker_run,--tty
ci,docker_run,-u
ci,docker_run,--ulimit
ci,docker_run,--use-api-socket
ci,docker_run,--user
ci,docker_run,--userns
ci,docker_run,--uts
ci,docker_run,-v
ci,docker_run,--volume
ci,docker_run,--volume-driver
ci,docker_run,--volumes-from
ci,docker_run,-w
ci,docker_run,--workdir
ci,docker_save,-o
ci,docker_save,--output
ci,docker_save,--platform
ci,docker_search,-f
ci,docker_search,--filter
ci,docker_search,--format
ci,docker_search,--limit
ci,docker_search,--no-trunc
ci,docker_start,-a
ci,docker_start,--attach
ci,docker_start,--detach-keys
ci,docker_start,-i
ci,docker_start,--interactive
ci,docker_stats,-a
ci,docker_stats,--all
ci,docker_stats,--format
ci,docker_stats,--no-stream
ci,docker_stats,--no-trunc
ci,docker_stop,-s
ci,docker_stop,--signal
ci,docker_stop,-t
ci,docker_stop,--timeout
ci,docker_update,-1
ci,docker_update,--blkio-weight
ci,docker_update,-c
ci,docker_update,--cpu-period
ci,docker_update,--cpu-quota
ci,docker_update,--cpu-rt-period
ci,docker_update,--cpu-rt-runtime
ci,docker_update,--cpus
ci,docker_update,--cpuset-cpus
ci,docker_update,--cpuset-mems
ci,docker_update,--cpu-shares
ci,docker_update,-m
ci,docker_update,--memory
ci,docker_update,--memory-reservation
ci,docker_update,--memory-swap
ci,docker_update,--pids-limit
ci,docker_update,--restart
ci,docker_version,-f
ci,docker_version,--format
ci,npm_access,--json
ci,npm_access,--otp
ci,npm_access,--registry
ci,npm_adduser,--auth-type
ci,npm_adduser,--registry
ci,npm_adduser,--scope
ci,npm_audit,--audit-level
ci,npm_audit,--dry-run
ci,npm_audit,-f
ci,npm_audit,--force
ci,npm_audit,--foreground-scripts
ci,npm_audit,--ignore-scripts
ci,npm_audit,--include
ci,npm_audit,--include-workspace-root
ci,npm_audit,--install-links
ci,npm_audit,--json
ci,npm_audit,--no-package-lock
ci,npm_audit,--omit
ci,npm_audit,--package-lock-only
ci,npm_audit,-w
ci,npm_audit,--workspace
ci,npm_audit,--workspaces
ci,npm_bugs,--browser
ci,npm_bugs,--include-workspace-root
ci,npm_bugs,--no-browser
ci,npm_bugs,--registry
ci,npm_bugs,-w
ci,npm_bugs,--workspace
ci,npm_bugs,--workspaces
ci,npm_cache,--cache
ci,npm_ci,--dry-run
ci,npm_ci,--foreground-scripts
ci,npm_ci,--global-style
ci,npm_ci,--ignore-scripts
ci,npm_ci,--include
ci,npm_ci,--include-workspace-root
ci,npm_ci,--install-links
ci,npm_ci,--install-strategy
ci,npm_ci,--legacy-bundling
ci,npm_ci,--no-audit
ci,npm_ci,--no-bin-links
ci,npm_ci,--no-fund
ci,npm_ci,--omit
ci,npm_ci,--strict-peer-deps
ci,npm_ci,-w
ci,npm_ci,--workspace
ci,npm_ci,--workspaces
ci,npm_config,--editor
ci,npm_config,-g
ci,npm_config,--global
ci,npm_config,--json
ci,npm_config,-l
ci,npm_config,-L
ci,npm_config,--location
ci,npm_config,--long
ci,npm_dedupe,--dry-run
ci,npm_dedupe,--global-style
ci,npm_dedupe,--ignore-scripts
ci,npm_dedupe,--include
ci,npm_dedupe,--include-workspace-root
ci,npm_dedupe,--install-links
ci,npm_dedupe,--install-strategy
ci,npm_dedupe,--legacy-bundling
ci,npm_dedupe,--no-audit
ci,npm_dedupe,--no-bin-links
ci,npm_dedupe,--no-fund
ci,npm_dedupe,--no-package-lock
ci,npm_dedupe,--omit
ci,npm_dedupe,--strict-peer-deps
ci,npm_dedupe,-w
ci,npm_dedupe,--workspace
ci,npm_dedupe,--workspaces
ci,npm_deprecate,--otp
ci,npm_deprecate,--registry
ci,npm_diff,--diff
ci,npm_diff,--diff-dst-prefix
ci,npm_diff,--diff-ignore-all-space
ci,npm_diff,--diff-name-only
ci,npm_diff,--diff-no-prefix
ci,npm_diff,--diff-src-prefix
ci,npm_diff,--diff-text
ci,npm_diff,--diff-unified
ci,npm_diff,-g
ci,npm_diff,--global
ci,npm_diff,--include-workspace-root
ci,npm_diff,--tag
ci,npm_diff,-w
ci,npm_diff,--workspace
ci,npm_diff,--workspaces
ci,npm_dist-tag,--include-workspace-root
ci,npm_dist-tag,-w
ci,npm_dist-tag,--workspace
ci,npm_dist-tag,--workspaces
ci,npm_docs,--browser
ci,npm_docs,--include-workspace-root
ci,npm_docs,--no-browser
ci,npm_docs,--registry
ci,npm_docs,-w
ci,npm_docs,--workspace
ci,npm_docs,--workspaces
ci,npm_doctor,--registry
ci,npm_edit,--editor
ci,npm_exec,-c
ci,npm_exec,--call
ci,npm_exec,--include-workspace-root
ci,npm_exec,--package
ci,npm_exec,-w
ci,npm_exec,--workspace
ci,npm_exec,--workspaces
ci,npm_explain,--json
ci,npm_explain,-w
ci,npm_explain,--workspace
ci,npm_explore,--shell
ci,npm_find-dupes,--global-style
ci,npm_find-dupes,--ignore-scripts
ci,npm_find-dupes,--include
ci,npm_find-dupes,--include-workspace-root
ci,npm_find-dupes,--install-links
ci,npm_find-dupes,--install-strategy
ci,npm_find-dupes,--legacy-bundling
ci,npm_find-dupes,--no-audit
ci,npm_find-dupes,--no-bin-links
ci,npm_find-dupes,--no-fund
ci,npm_find-dupes,--no-package-lock
ci,npm_find-dupes,--omit
ci,npm_find-dupes,--strict-peer-deps
ci,npm_find-dupes,-w
ci,npm_find-dupes,--workspace
ci,npm_find-dupes,--workspaces
ci,npm_fund,--browser
ci,npm_fund,--json
ci,npm_fund,--no-browser
ci,npm_fund,--no-unicode
ci,npm_fund,-w
ci,npm_fund,--which
ci,npm_fund,--workspace
ci,npm_get,-l
ci,npm_get,--long
ci,npm_init,-f
ci,npm_init,--force
ci,npm_init,--include-workspace-root
ci,npm_init,--init-author-name
ci,npm_init,--init-author-url
ci,npm_init,--init-license
ci,npm_init,--init-module
ci,npm_init,--init-version
ci,npm_init,--no-workspaces-update
ci,npm_init,--scope
ci,npm_init,-w
ci,npm_init,--workspace
ci,npm_init,--workspaces
ci,npm_init,-y
ci,npm_init,--yes
ci,npm_install-ci-test,--dry-run
ci,npm_install-ci-test,--foreground-scripts
ci,npm_install-ci-test,--global-style
ci,npm_install-ci-test,--ignore-scripts
ci,npm_install-ci-test,--include
ci,npm_install-ci-test,--include-workspace-root
ci,npm_install-ci-test,--install-links
ci,npm_install-ci-test,--install-strategy
ci,npm_install-ci-test,--legacy-bundling
ci,npm_install-ci-test,--no-audit
ci,npm_install-ci-test,--no-bin-links
ci,npm_install-ci-test,--no-fund
ci,npm_install-ci-test,--omit
ci,npm_install-ci-test,--strict-peer-deps
ci,npm_install-ci-test,-w
ci,npm_install-ci-test,--workspace
ci,npm_install-ci-test,--workspaces
ci,npm_install-test,--cpu
ci,npm_install-test,--dry-run
ci,npm_install-test,-E
ci,npm_install-test,--foreground-scripts
ci,npm_install-test,-g
ci,npm_install-test,--global
ci,npm_install-test,--global-style
ci,npm_install-test,--ignore-scripts
ci,npm_install-test,--include
ci,npm_install-test,--include-workspace-root
ci,npm_install-test,--install-links
ci,npm_install-test,--install-strategy
ci,npm_install-test,--legacy-bundling
ci,npm_install-test,--libc
ci,npm_install-test,--no-audit
ci,npm_install-test,--no-bin-links
ci,npm_install-test,--no-fund
ci,npm_install-test,--no-package-lock
ci,npm_install-test,--no-save
ci,npm_install-test,--omit
ci,npm_install-test,--os
ci,npm_install-test,--package-lock-only
ci,npm_install-test,--prefer-dedupe
ci,npm_install-test,-S
ci,npm_install-test,--save
ci,npm_install-test,--save-bundle
ci,npm_install-test,--save-dev
ci,npm_install-test,--save-exact
ci,npm_install-test,--save-optional
ci,npm_install-test,--save-peer
ci,npm_install-test,--save-prod
ci,npm_install-test,--strict-peer-deps
ci,npm_install-test,-w
ci,npm_install-test,--workspace
ci,npm_install-test,--workspaces
ci,npm_install,--cpu
ci,npm_install,--dry-run
ci,npm_install,-E
ci,npm_install,--foreground-scripts
ci,npm_install,-g
ci,npm_install,--global
ci,npm_install,--global-style
ci,npm_install,--ignore-scripts
ci,npm_install,--include
ci,npm_install,--include-workspace-root
ci,npm_install,--install-links
ci,npm_install,--install-strategy
ci,npm_install,--legacy-bundling
ci,npm_install,--libc
ci,npm_install,--no-audit
ci,npm_install,--no-bin-links
ci,npm_install,--no-fund
ci,npm_install,--no-package-lock
ci,npm_install,--no-save
ci,npm_install,--omit
ci,npm_install,--os
ci,npm_install,--package-lock-only
